iddblp;idscholar;id_d;id_s
conf/vldb/HaasKWY97;8Fy6YT12yIgJ;66176;35745
journals/vldb/PanagosB97;Ht4Yl1kJuxIJ;66675;35774
conf/sigmod/BunemanDHS96;Da60jinzi-IJ;65717;35783
conf/sigmod/BerchtoldK98;9UYo0M1RV7oJ;65375;35784
journals/tods/Chomicki03;pHuL-9kHWH0J;65173;35789
conf/vldb/BassiliadesV95;url:http://portal.acm.org/citation.cfm%3Fid%3D673137;66223;35795
conf/sigmod/ChawatheG97;oHUiSrycKdgJ;65593;35797
conf/sigmod/RoussopoulosKV95;efwTNo1wRnMJ;65849;35806
journals/tods/Meo00;NQShGztSLaoJ;66592;35846
conf/vldb/LempelM02;DcSYGPdhxwoJ;66490;35866
conf/sigmod/ZhugeGHW95;9DilCGDXRWcJ;65874;35870
conf/sigmod/ChaudhuriN98;RYeFLYha0ewJ;65362;35873
conf/sigmod/BlakeleyP98;yotsUgKBK44J;65522;35879
journals/sigmod/TanK03;-JwOe0wd0HkJ;66120;35889
journals/sigmod/ChaudhuriD97;zO0DfwHqXKUJ;64833;35898
conf/vldb/MehtaD95;xkvXoYlg2-cJ;64286;35928
conf/sigmod/WangCMSSZ94;W1IuO3EFDJ8J;65963;35939
conf/vldb/Chiueh94;PKK2ak_IzrgJ;64438;35942
journals/sigmod/LeeF01;oUisL_YUScYJ;64477;35968
conf/vldb/AcharyaFZ96;sSwdOhIGec0J;66060;35971
conf/sigmod/ChristophidesACS94;WYSBGO-zyoEJ;65983;35985
conf/sigmod/BreitbartKRSS99;XV2lpkhWCsYJ;65282;35993
conf/vldb/LimWV03;aPJnWocHLUwJ;66357;35995
conf/vldb/JonscherD94;iBEI8pUanCEJ;64334;36029
conf/sigmod/CareyK97;2OPEy9_6BlEJ;65551;36031
conf/vldb/BerchtoldKK96;DDX7y0WvbRMJ;66096;36035
conf/sigmod/HaasH99;UHF2uPETWC8J;65261;36039
conf/sigmod/AbadiCCCCEGHMRSSTXYZ03;eBnT7lhV2LwJ;64548;36058
conf/vldb/ShashaB02;6nTs7QjnfDcJ;66453;36065
conf/sigmod/RafieiM97;Z8kRr4T21JYJ;65591;36122
conf/vldb/KnorrN98;s9GB_7kliusJ;65903;36145
conf/vldb/KornMZ03;hBoL6DaFUMYJ;66382;36180
journals/tods/LiuHD98;aYjE-ILUHaoJ;66618;36190
conf/vldb/MeccaCM01;zd9Ql77Uk2gJ;65303;36215
conf/vldb/GrustKT03;25xRkmL_4BsJ;66385;36224
conf/sigmod/KiepuszewskiMO98;T3Zm8WKD_FYJ;65497;36227
journals/sigmod/EnglertGH95;JRXuKm3E_foJ;65103;36253
conf/sigmod/DeutschFS99;fuitKuyY3l8J;65334;36285
conf/sigmod/Melling94;j4O-xhs1QAgJ;66068;36300
conf/vldb/MignetMAC01;VaDXNMtPZ4oJ;65355;36309
conf/vldb/LuL00;Ih5hY-NRmFgJ;65478;36325
conf/vldb/CareyD96;5HV8kccLoZ4J;66099;36351
conf/sigmod/HoAMS97;1HAB-tuw7N4J;65569;36356
conf/vldb/FerrandinaMZ94;yQ2TMZ92GaIJ;64414;36357
conf/sigmod/SaltenisJLL00;Klh7nU-G4-IJ;65113;36368
conf/sigmod/VanceM96;CMMaMlYwgPkJ;65692;36379
conf/sigmod/AbadiC02;f2Lea-RN8dsJ;64840;36381
conf/vldb/ChandrasekaranF02;Yu4Tvuy_WiAJ;66478;36408
journals/sigmod/LabrinidisR00;Wcbvsi-QDtcJ;64560;36442
conf/vldb/LeeL99;szHsyFiOuwAJ;65682;36459
journals/vldb/DerrMP94;a-QMCFr5yJYJ;66817;36468
conf/vldb/Deshpande00;2DiLFd0rgPgJ;65567;36483
journals/tods/Subrahmanian94;iD6ppXF5sx4J;66569;36487
journals/sigmod/ButtlerCCFHLPRX02;JScvAMYcsmoJ;64378;36498
journals/vldb/RamakrishnanSSS94;lH_n19yVmWgJ;66818;36516
conf/vldb/JonscherD94;1R21hO7j9sQJ;64334;36520
conf/sigmod/AvnurHLORRRW98;bEu_llku9NMJ;65451;36526
conf/sigmod/KotidisR98;EWDPecQbT1AJ;65403;36534
conf/vldb/BridgeJKLLM97;8qlmryXP3BsJ;66157;36535
conf/vldb/FlodinR95;WmtiDGY_BdoJ;64291;36553
conf/sigmod/RafieiM97;url:http://www.csa.com/partners/viewrecord.php%3Frequester%3Dgs%26collection%3DTRD%26recid%3D0294143CI;65591;36556
journals/sigmod/DunhamH95a;CiumYR8Q4WcJ;65116;36573
journals/tods/KossmannS00;PnGVbzQCWY0J;66581;36626
conf/vldb/SrivastavaDJL96;WvvY_Ao19mAJ;66064;36634
conf/sigmod/Chamberlin03;_F5D4QMbZ0sJ;64674;36636
conf/sigmod/DarR94;TtV6gGLQ9NMJ;66003;36651
conf/vldb/AgrawalS94;VwFLRQytbu4J;64364;36657
journals/sigmod/ClementLGMK97;To_EjIKwfSAJ;64816;36692
journals/vldb/WhiteD95;jKBaGqWJK2oJ;66788;36700
conf/sigmod/WhiteD94;jKBaGqWJK2oJ;66043;36700
conf/sigmod/GoelI96;_Vn4nSui5UMJ;65698;36719
conf/vldb/HaasB03;52x78w6qgcwJ;66277;36721
conf/vldb/AmielBDS94;hBak02oe1GMJ;64397;36734
conf/vldb/BelloDDFNSWZ98;v-A9Q61fYy4J;66028;36759
conf/sigmod/BrinMUT97;77hnYp9ky9IJ;65502;36763
conf/sigmod/ChaudhuriMN98;CBKhTPuUL2kJ;65438;36805
conf/vldb/JohnsonM98;gm9Ist67nJQJ;65819;36823
journals/sigmod/CeriFP99;mr8XDkQ7adAJ;64726;36854
conf/vldb/KossmannRR02;iGlztgiSTe4J;66483;36870
conf/sigmod/AtzeniT97;XaKiz5S-cqUJ;65652;36880
conf/sigmod/NgLHP98;SW8RvYcXqaMJ;65387;36904
conf/vldb/HaasKWY97;aDDbEmg7oYYJ;66176;36908
journals/sigmod/TianDCZ02;JceK-ywXk8UJ;64494;36909
journals/sigmod/MusickM98;gt83e4uB09wJ;64887;36925
journals/sigmod/DiazJPa94;url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D181555%26type%3Dpdf%26coll%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222;65181;36931
conf/sigmod/Fegaras98;XVtlJYx2G_wJ;65467;36946
journals/sigmod/OrlandicLS02;eLf0eStn5G4J;64319;36951
conf/sigmod/Mylopoulos98;2R-2i60g4MsJ;65528;36960
conf/sigmod/RaoR98;iqZZMPppeKAJ;65469;37434
conf/vldb/VorugantiOU99;ItOlYY7ITt0J;65796;36978
journals/sigmod/SellisV95;url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D219766%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222;65100;36992
journals/sigmod/Wu02;url:http://portal.acm.org/citation.cfm%3Fid%3D637411.637426%26dl%3DGUIDE%26dl%3DACM%26idx%3D637411%26part%3Dperiodical%26WantType%3Dperiodical%26title%3DACM%2520SIGMOD%2520Record%26CFID%3D11111111%26CFTOKEN%3D2222222;64371;36997
conf/sigmod/AgrawalGGR98;1rW7ao6gK-QJ;65396;37002
conf/sigmod/GibbonsM98;HrdG_-EcnP8J;65446;37006
conf/sigmod/AnkerstBKS99;GFTU2PvKY_gJ;65286;37010
conf/vldb/YagoubFIV00;195Hlqu94qEJ;65470;37012
journals/sigmod/JensenCEGHJ94;yK4VALoQjlgJ;65260;37019
conf/vldb/AtzeniMM97;nzG3d6r0BmcJ;66121;37040
conf/vldb/Brin95;ytOUXklnAooJ;64376;37052
conf/vldb/MadhavanBR01;wRHapJxb_-QJ;66446;37074
journals/tods/MelnikG03;iyliEUBEyhwJ;65198;37079
conf/sigmod/HanPY00;oeBeDPX7b9kJ;65077;37081
conf/vldb/BridgeJKLLM97;JO9Jnx_gGIUJ;66157;37099
conf/sigmod/GebhardtJJ97;zbxsamf4QY8J;65603;37101
conf/sigmod/ChenZCKR01;RHoy5iOHsJwJ;64870;37108
journals/vldb/ChanFGR02;ORkxHLb7dvcJ;66730;37110
journals/sigmod/MukhopadhyayGS03;url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D776989%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222;66248;37111
conf/vldb/OzdenBRS94;ARyxUwGOA10J;64436;37118
conf/sigmod/ChaudhuriGGM03;H5IdN0_MQw4J;64623;37122
conf/sigmod/BrinMUT97;0cOrb6RuPW0J;65502;37127
conf/vldb/WangYM97;hcYKj7CHbWYJ;66132;37148
conf/sigmod/ChaudhuriMN98;Lnp1RVSzInEJ;65438;37151
journals/vldb/AmielBDS96;RtYWYRjBUmEJ;66777;37169
conf/sigmod/LiYVGPUV98;xLs_uumSG84J;65476;37175
conf/vldb/ImielinskiB02;IQ_MbfJGh0kJ;66464;37177
conf/vldb/AgrawalLSS95;xT7Dv_AThAEJ;66230;37178
conf/sigmod/GardarinMP95;IOqPoq2MSvQJ;65855;37180
conf/vldb/TengCY03;wJjaZnzD6pAJ;66347;37210
conf/vldb/NgH94;ltzWlNOJavwJ;64341;37223
conf/vldb/HaasNSS95;EfczBs13YHIJ;64289;37229
conf/sigmod/WuAA01;Mj5XfzB2Rt8J;65015;37267
journals/vldb/FengYLH02;Uxh3R2hfBOAJ;66710;37279
journals/vldb/MaratheS02;z6JEYoArZmsJ;66718;37298
conf/sigmod/MaratheS99;z6JEYoArZmsJ;65326;37298
conf/vldb/KornSFSP96;qdLbwgIRnvgJ;66069;37308
journals/sigmod/KeetonPH98;6MtRlhEClPEJ;64852;37313
journals/sigmod/Aberer03b;url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D776994%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222;66245;37327
journals/tods/CiacciaTZ96;rkCKzi1v0-0J;66540;37360
journals/vldb/GutingS95;x02_XqK_fGMJ;66814;37365
journals/sigmod/NascimentoM99;url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D310062%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222;64689;37369
conf/sigmod/BrinMS97;COUbnKv6QeMJ;65596;37398
conf/sigmod/PangCL94;beMsu5ebf30J;66038;37399
conf/sigmod/HernandezMHYHT01;89WHY6hZ22UJ;64883;37421
journals/sigmod/Gardels97;PlitMluIJyYJ;64984;37442
conf/sigmod/LiBKN03;micx2kyGfKIJ;64582;37449
conf/sigmod/WoelkBJOTU95;ToumGDmKbXgJ;65825;37455
conf/sigmod/KiepuszewskiMO98;YXu7xNIgenQJ;65497;37461
journals/tods/HsuSY01;jNjxe59ZOLAJ;66587;37466
conf/vldb/TanEO01;1A06w64wjvcJ;65418;37473
conf/sigmod/AcharyaGPR99a;EpUtXEhwDaUJ;65263;37489
conf/vldb/LakshmananSS99;RSpmu6WtYBMJ;65675;37533
conf/vldb/SrivastavaDJL96;4bf1BkOuUNAJ;66064;37539
conf/sigmod/OriaOILY00;9SbEzfHLSooJ;65074;37546
conf/sigmod/ZhangNBB94;bymQ_6SSse4J;65966;37551
conf/sigmod/ChooOLCGBPS96;5awQcPWFBrcJ;65752;37571
conf/sigmod/OConnellISWABCCLPWW96;5awQcPWFBrcJ;65623;37571
conf/sigmod/CareyDFHMNSSTTWZ94;vF-KpOq9TdIJ;66041;37579
conf/sigmod/AggarwalY00;x5jeMyauzWgJ;65020;37596
journals/sigmod/CaleroPR03;zWoRcQffsq8J;66231;37613
conf/vldb/Orenstein98;VfWJDzGt9JYJ;66040;37617
journals/tods/DattaVCK99;3BbftjVsIEIJ;66629;37625
conf/sigmod/LakshmananPZ03a;4sJ3mLPGGVQJ;64714;37637
conf/sigmod/WodtkeWWDM97;XoAeyeaR-yAJ;65614;37640
conf/vldb/CeriCW00;HbrsuuNPd1QJ;65639;37656
conf/sigmod/GuptaHR97;wu0var7zLkEJ;65668;37659
journals/sigmod/SchlageterBHMSW95;url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D202672%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222;65085;37709
conf/vldb/WienerN94;PrUWsoySLGcJ;64340;37733
journals/tods/Hellerstein98;Ae-y0LICgtkJ;66621;37737
conf/vldb/ArionBCDMP03;LIjye8V-mM0J;66303;37760
conf/vldb/KumarRRT99;1xbD4ssSjjUJ;65740;37778
conf/sigmod/GeorgeH97;Ah9B3bWU0jEJ;65674;37785
conf/sigmod/ChaudhuriKN03;ES6QyfgebIcJ;64608;37795
conf/sigmod/KeimK95;CWmL7TxRQ44J;65959;37808
conf/sigmod/QuassW97;LjHrrOD-Db0J;65659;37817
conf/sigmod/AnkerstBKS99;hEemQ37_mPcJ;65286;37824
journals/sigmod/Chang03;B55TCVoUsnoJ;66838;37825
conf/vldb/RamanRH99;QLJhG6Rz2T0J;65867;37840
conf/sigmod/ChangC01;XbmULzOYzZUJ;65030;37846
conf/sigmod/LakshmananNHP99;DfOLEzMoEaEJ;65276;37847
conf/vldb/MehtaD95;lRiSWgNjNtIJ;64286;37866
journals/vldb/PottingerH01;eXceb1SMqE4J;66764;37881
conf/vldb/PottingerL00;eXceb1SMqE4J;65479;37881
conf/sigmod/Ross00;9sm_ptv5pmYJ;65086;37886
journals/sigmod/Bohlen95;LwKKzfi_MpUJ;65109;37901
conf/sigmod/AntonJLPZZ02;89P3EdEDuOEJ;64828;37903
conf/sigmod/Golding95;uJj9OgotYeEJ;65898;37907
conf/vldb/BestavrosB95;LDv4my6gWJQJ;64327;37926
journals/sigmod/ShanmugasundaramSKKVNT01;wTJy5XquCpsJ;64450;37927
conf/sigmod/FranklinJK96;7POVNz32rC4J;65677;37929
conf/sigmod/ZhangRL96;hk9P76dJfcAJ;65686;37948
conf/sigmod/PolyzotisG02;obfTDYVJb4gJ;64808;37969
conf/sigmod/ShuklaD00;yGz8BLxbPPcJ;65187;37976
conf/sigmod/SaltenisJLL00;zM0o4FoKRXIJ;65113;37991
journals/tods/GoldmanL94;VxMarpzwtzQJ;66517;37993
conf/vldb/NieKH03;9javzlSee8oJ;66326;37996
conf/sigmod/ChoiC02;D8a4umAppIcJ;64815;38003
conf/sigmod/AshleyFHLNP95;ZkK-ilu3tY0J;65939;38010
conf/sigmod/KabraD98;E0nhpX8pYsQJ;65410;38014
conf/sigmod/ImielinskiVB94;V-LO20klzSYJ;65968;38016
conf/vldb/BouganimP02;PhERWOcOkOgJ;66472;38040
conf/sigmod/Ullman03;TabFkjNTLMsJ;64549;38055
conf/sigmod/BertinoCF01;JSzfxAgs4pgJ;64945;38063
conf/vldb/GraefeBC98;v-kvo2hnsgkJ;65888;38068
conf/sigmod/DeshpandeNGS03;fU6zoUKeXe8J;64581;38085
conf/sigmod/WoelkBJOTU95;--PsNHvlpbIJ;65825;38090
journals/sigmod/KeetonPH98;UTe8b9IiclUJ;64852;38113
conf/sigmod/LazaridisM01;IvMJ4bK708kJ;64960;38123
conf/sigmod/FaloutsosRM94;R4fVVmv_YvoJ;65978;38126
conf/sigmod/KornM00;N11b8vV9qIkJ;65125;38128
conf/sigmod/ChenJDTW00;QiSf-FBUE8QJ;65110;38154
journals/sigmod/KimballS95;ga66OWjHdoUJ;65056;38155
conf/sigmod/RadekeBBEKKN95;bDN03rZhUQEJ;65848;38174
conf/vldb/AcharyaFZ96;oH_xfQI8wIgJ;66060;38187
conf/vldb/VassalosP97;2DJipXynj5wJ;65941;38222
conf/vldb/LuOT94;ZFXYXT4yEcAJ;64512;38225
conf/vldb/HageJPST03;xDDdtO9n_pwJ;66284;38227
conf/sigmod/CookKWZ96;5MTgNlhnyTgJ;65777;38245
conf/sigmod/RamanH02;4692SthNStUJ;64803;38257
conf/vldb/Blecken00;hCSzil0nuVEJ;65556;38262
journals/sigmod/YauLMS99;vWwVQvcIrbEJ;64741;38274
journals/sigmod/RoddickABDEGHLMMMW00;eA8gNVxHRJ4J;64558;38281
conf/sigmod/IpeirotisGS01;bo7ArXlXypQJ;64994;38286
journals/sigmod/FlorescuLM98;oABGXQlfGKcJ;64851;38300
journals/tods/DiaoAFZF03;lES-P-Whyd4J;65176;38324
conf/vldb/LiRS99;Bf44yXvb6EAJ;65738;38345
conf/vldb/CosleyLP02;BTalXWt3faUJ;66467;38357
conf/sigmod/BersonGM95;-A4ypXVd348J;65822;38360
conf/sigmod/AgichteinGV01;GDoFPiEzEhQJ;64939;38361
conf/sigmod/Englert94;KOpz_NXJ3WUJ;66057;38363
conf/vldb/Dayal99;OoknnZ3rbfwJ;65871;38384
conf/sigmod/ChristophidesCS00;g6fFCiX6GtMJ;65118;38388
journals/sigmod/TsotrasK96;9HEdn3A13BQJ;64954;38394
conf/sigmod/AgrawalCD02;iABZEL2Zoz8J;64736;38397
conf/sigmod/KarbhariRXD02;TZsVVmiiHqEJ;64740;38408
conf/sigmod/GrayHOS96;92XgZkibRYwJ;65676;38413
conf/sigmod/JarkeQCLFLVV00;AYtgczYwVnYJ;65095;38416
conf/sigmod/BabcockBDM03;rnakKC_M9-kJ;64488;38419
journals/sigmod/LeeC00;VSiaZ2cTfLcJ;64590;38426
conf/sigmod/RamaswamyRS00;VJIHPbki2uAJ;65039;38433
conf/sigmod/SzalayGKT00;ZXB1xI2h-HkJ;65042;38441
conf/sigmod/ZhangRL96;SQ02NlE587YJ;65686;38451
journals/sigmod/Han98;fowjYeJoaxgJ;64892;38463
journals/sigmod/Bussche00;CER66z1lh0MJ;64601;38479
conf/vldb/KnorrN98;yFmekFZgZmwJ;65903;38480
conf/sigmod/LangS01;FFQc9XpGFRsJ;64913;38493
conf/sigmod/HouZ95;AeRUCf7iBqYJ;65816;38499
journals/vldb/BerendtS00;zh9CAewEvisJ;66664;38503
conf/sigmod/RinfretOO01;pyqtmrPg24YJ;64863;38524
conf/sigmod/HeC03;MNmlxFx4l-8J;64648;38550
conf/vldb/ClaussenKMP97;EyTvjJCb5WkJ;66183;38552
journals/vldb/PacittiS00;9ReaNbX2I-IJ;66647;38559
conf/sigmod/Al-KhalifaYJ03;boJKiPCpIxkJ;64531;38568
journals/sigmod/RossHKRRSS01;tOa0zXK5Ba4J;64416;38569
journals/sigmod/McClatcheyV97;mbFxAqrWXbYJ;64807;38583
journals/vldb/BerendtS00;nm9rCU6yVNwJ;66664;38589
journals/tods/WangBBJ97;NYQMkdaH2egJ;66617;38600
conf/vldb/MadhavanBR01;QZyUtlmyn1UJ;66446;38607
journals/tods/Subrahmanian94;UumKoUpnFSwJ;66569;38621
conf/vldb/RothOH99;c-Kalb26vykJ;65764;38622
conf/sigmod/WangPFY03;y5zNcYc9dqsJ;64533;38644
conf/vldb/NieKH03;0RaBCPWwApQJ;66326;38662
conf/vldb/GaasterlandL94;cVgF0jn9q6MJ;64503;38666
conf/sigmod/BerensonBGMOO95;xvAw7wQgenoJ;65743;38667
conf/vldb/KornSFSP96;1zxdq0otm4gJ;66069;38674
conf/sigmod/ArefBV95;ht_8Iq3SZ80J;65859;38682
conf/vldb/JaedickeM99;TaaxQZajjqoJ;65679;38695
journals/sigmod/JajodiaBBKMSW97;url:http://portal.acm.org/citation.cfm%3Fid%3D271095;64796;38709
conf/vldb/KoudasMJ99;wzae2lO15U8J;65730;38752
conf/sigmod/Wu99;oIDF-Jhm9CYJ;65270;38762
conf/vldb/ShethKMWDLPLS96;vGeegEztVl8J;66848;38770
journals/sigmod/KokkotosIPS95;-IvY8_ki_psJ;65061;38776
journals/sigmod/RamDD99;uA-E1lBgLe0J;64760;38782
journals/sigmod/Aberer03d;url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D959078%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222;66141;38817
journals/sigmod/Weikum02;url:http://portal.acm.org/citation.cfm%3Fid%3D601858.601867%26dl%3DGUIDE%26dl%3DACM%26idx%3DJ689%26part%3Dperiodical%26WantType%3Dperiodical%26title%3DACM%2520SIGMOD%2520Record%26CFID%3D11111111%26CFTOKEN%3D2222222;64339;38844
conf/sigmod/BerchtoldK98;VuMPPr6k95AJ;65375;38848
conf/sigmod/ZhangRL96;Koo3549nY2kJ;65686;38859
journals/sigmod/Halevy03;706PCMwA_E4J;66167;38869
conf/sigmod/PapakonstantinouV99;5iBUkqCy-KAJ;65331;38886
conf/sigmod/BunemanKTT02;cKIQyzazkYEJ;64672;38889
journals/tods/WangBBJ97;Io4omPiDA94J;66617;38893
conf/vldb/BerckenS96;GfvntjAdvVYJ;66837;38899
conf/vldb/LlirbatST97;v1fsWCSPn2MJ;66143;38918
journals/sigmod/SlivinskasJS02;url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D565119%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222;64309;38934
conf/sigmod/ChungMS02;mEfTTKdu6soJ;64658;38942
conf/sigmod/GriffinL95;RuYYq5xDgNYJ;65880;38957
conf/sigmod/Sheth95;ULJo4TD7B64J;65922;38965
journals/sigmod/Aberer02;url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D507353%26type%3Dpdf%26dl%3Dportal%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222;64290;38983
journals/vldb/HarderST99;KGyKFmRfspAJ;66644;38988
conf/sigmod/PoosalaIHS96;uveOdmVtqRMJ;65789;38995
conf/vldb/BliujuteJSS98;oBpe7jg0YHYJ;65851;38998
journals/vldb/NguSHL01;djYvVVRYNTwJ;66739;39003
conf/vldb/SubietaKL95;gEFY87Ma0XUJ;64274;39005
journals/sigmod/Konig-RiesL97;3fQBks2g-BMJ;64838;39042
conf/vldb/BrodieC99;PAahJo-PXsIJ;65707;39071
journals/tods/MuralidharS99;dKvepAPYBmcJ;66585;39073
conf/vldb/YuSLJ02;qYGzjvmVjS8J;66499;39080
conf/vldb/Meier95;C_lenwvj88AJ;64382;39097
conf/sigmod/AggarwalY00;dfSPs7YoyWsJ;65020;39101
conf/sigmod/BouguettayaBH99;ER8571wXl6EJ;65391;39116
conf/vldb/Leymann01;eRh9hA637AMJ;65354;39120
conf/sigmod/BerchtoldBK98;hoi0T_8So4gJ;65472;39133
journals/sigmod/EisenbergM98a;AatoNnELw78J;64663;39158
journals/vldb/KrivokapicKG99;A8qZGxwlDiYJ;66649;39179
conf/sigmod/SismanisDRK02;seSeL2gsCJoJ;64759;39195
journals/sigmod/BunemanLSTW94;q8MxrLeFlz8J;65274;39230
journals/sigmod/Seligman97;url:http://portal.acm.org/citation.cfm%3Fid%3D601858.601872%26dl%3DGUIDE%26dl%3Dacm%26type%3Dissue%26idx%3DJ689%26part%3Dperiodical%26WantType%3Dperiodical%26title%3DACM%2520SIGMOD%2520Record%26CFID%3D11111111%26CFTOKEN%3D2222222;64809;39232
conf/vldb/OzsuVU98;WAivXgeI8vIJ;65920;39238
journals/tods/ChoG03;5UtmpaBM9H0J;65172;39239
conf/vldb/WitkowskiBBFGSS03;Oti_CoAPH9IJ;66323;39290
conf/sigmod/WolfsonSXZC99;4dbCEDwsluQJ;65236;39312
conf/sigmod/ChawatheG97;JLeihu2aUqYJ;65593;39323
conf/vldb/BargaP95;IjqFtks5dBgJ;66237;39328
conf/vldb/NgH94;WjnMy2NiG10J;64341;39342
journals/sigmod/BergamaschiCV99;4C9A2HGs4qsJ;64709;39349
conf/sigmod/LiVCAHMWBCHIKSS99;WSQzzj42AkEJ;65307;39354
conf/vldb/BerchtoldKK96;_oDfC1aR4CAJ;66096;39356
conf/vldb/AnanthakrishnaCG02;SByuGUSfTtYJ;66506;39373
journals/sigmod/Sidell96;url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D245906%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222;65025;39389
journals/vldb/LiangOY00;ikw-En98LywJ;66646;39392
conf/sigmod/SinghTW94;uAQ-tJ0j4nkJ;66070;39402
conf/sigmod/RothAHCCFSTW96;yfTTlN56sCUJ;65744;39421
journals/sigmod/RamirezSP94;V2WMOB42Gj0J;65290;39425
conf/vldb/CowleyP00;KGeFsGtIROsJ;65613;39441
conf/sigmod/GriffinL95;7xa2FxbUh2cJ;65880;39445
conf/vldb/BonifatiCDS01;tCrfb27dXiwJ;65539;39455
journals/sigmod/ClementLGMK97;J7Y20fYLGbcJ;64816;39501
conf/vldb/NgH94;XfblD8N3jT8J;64341;39508
journals/sigmod/Rosenthal98;ZMMeRrWUlOoJ;64896;39514
journals/sigmod/SilberschatzSU96;pSSksOa1kDwJ;64940;39560
conf/sigmod/RoussopoulosKV95;y8Sm4Sh4hokJ;65849;39611
journals/sigmod/EnglertGH95;WYE9fKutj70J;65103;39613
conf/vldb/Mattos96;EpBlTCJ0_dUJ;66288;39615
journals/vldb/PoulovassilisS96;B87s9MFTeZ8J;66771;39617
conf/vldb/CareyD96;lW_0wZmDIaIJ;66099;39631
journals/sigmod/BuchnerM98;-3LEFj2dY-UJ;64682;39662
conf/sigmod/ChristophidesCS00;DJv_OAw-BcIJ;65118;39663
conf/sigmod/ChaudhuriMN98;niAPzsMp2igJ;65438;39678
journals/sigmod/HasanFV96;ybOBcBXRBqUJ;64918;39688
conf/vldb/ShanmugasundaramGTZDN99;GcedmSsoWusJ;65691;39702
journals/sigmod/Aberer02c;url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D637424%26type%3Dpdf%26coll%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222;66862;39705
conf/sigmod/JaedickeM98;LrJw7qiWElQJ;65449;39711
conf/vldb/HaasKWY97;ZQG-8D6v7BoJ;66176;39716
journals/sigmod/KoubarakisTID03;6b15hteKSM4J;66202;39718
journals/sigmod/ChaudhuriD97;mzlMwJTYaDcJ;64833;39732
journals/tods/WolfsonJH97;lcqKNOEczxsJ;66615;39746
journals/sigmod/LinP96;mzEHvKsUv5QJ;64937;39763
conf/sigmod/BhattacharyaMBNHS02;cg01BqanXhUJ;64763;39807
conf/sigmod/ThaperGIK02;PBwqFDIQ79UJ;64770;39817
conf/sigmod/BerensonBGMOO95;FIpzjIEyMgMJ;65743;39820
conf/sigmod/FegarasSRM00;4_4Jg_EQ8EkJ;65192;39821
journals/vldb/SteinbrunnMK97;0WXQjwXCy0QJ;66678;39825
conf/vldb/HasanM95;-aml_OMAQNgJ;66233;39830
conf/sigmod/FernandezS96;66uAX5EPtKcJ;65766;39845
conf/sigmod/FaloutsosL95;lJvmD13lHJIJ;65808;39867
conf/vldb/BestavrosB95;lGyhpsPV6ogJ;64327;39888
journals/sigmod/BernsteinHP00;url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D369289%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222;64625;39891
conf/sigmod/SaltenisJLL00;Q1TF7XE9xkAJ;65113;39903
conf/sigmod/PoosalaIHS96;Zp7wEnhqAykJ;65789;39925
conf/vldb/LiCHPALHAY01;Nn0x6RmkrVwJ;65325;39926
journals/sigmod/SayginVC01;Tp9iVMsAzocJ;64479;39938
conf/vldb/JagadishNSSK97;ZG9yClLgWnsJ;66144;39954
journals/sigmod/Chaudhri98;url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D273247%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222;64884;39983
conf/vldb/ShegalovWBL02;JJU5rDt2jsYJ;66421;39992
conf/vldb/AgrawalCN00;_tle794_iKcJ;65419;40001
conf/sigmod/KarbhariRXD02;Mw3xLuyR3qQJ;64740;40015
